"Date Heure, GMT+01:00","Temp., °C (LGR S/N: 10759806, SEN S/N: 10759806)","Tension, V (LGR S/N: 10759806, SEN S/N: 10759806)"
2016/08/03 10:30:00,6.091,1.3167
2016/08/03 10:45:00,6.145,1.30129
2016/08/03 11:00:00,6.218,1.31449
2016/08/03 11:15:00,6.275,1.32231
2016/08/03 11:30:00,6.384,1.3003
2016/08/03 11:45:00,6.457999999999998,1.30991
2016/08/03 12:00:00,6.596,1.31167
2016/08/03 12:15:00,6.604,1.30915
2016/08/03 12:30:00,6.626,1.30972
2016/08/03 12:45:00,6.636,1.31647
2016/08/03 13:00:00,6.6789999999999985,1.31514
2016/08/03 13:15:00,6.792000000000002,1.31586
2016/08/03 13:30:00,6.875,1.30106
2016/08/03 13:45:00,6.9689999999999985,1.31071
2016/08/03 14:00:00,7.02,1.30613
2016/08/03 14:15:00,7.04,1.30976
2016/08/03 14:30:00,7.07,1.32895
2016/08/03 14:45:00,7.1320000000000014,1.31247
2016/08/03 15:00:00,7.2029999999999985,1.3167
2016/08/03 15:15:00,7.2639999999999985,1.30034
2016/08/03 15:30:00,7.296,1.3188
2016/08/03 15:45:00,7.308,1.30041
2016/08/03 16:00:00,7.31,1.30854
2016/08/03 16:15:00,7.327000000000001,1.31445
2016/08/03 16:30:00,7.352,1.31132
2016/08/03 16:45:00,7.393,1.30335
2016/08/03 17:00:00,7.415,1.31861
2016/08/03 17:15:00,7.432,1.32197
2016/08/03 17:30:00,7.454,1.30804
2016/08/03 17:45:00,7.463999999999999,1.31533
2016/08/03 18:00:00,7.456,1.3056
2016/08/03 18:15:00,7.442,1.32025
2016/08/03 18:30:00,7.426,1.31628
2016/08/03 18:45:00,7.407,1.3137299999999998
2016/08/03 19:00:00,7.39,1.31792
2016/08/03 19:15:00,7.371,1.32441
2016/08/03 19:30:00,7.362999999999999,1.3072
2016/08/03 19:45:00,7.352,1.31926
2016/08/03 20:00:00,7.33,1.30453
2016/08/03 20:15:00,7.307,1.31296
2016/08/03 20:30:00,7.2879999999999985,1.32029
2016/08/03 20:45:00,7.266,1.3201
2016/08/03 21:00:00,7.252000000000002,1.31563
2016/08/03 21:15:00,7.239,1.30758
2016/08/03 21:30:00,7.228,1.31292
2016/08/03 21:45:00,7.22,1.31296
2016/08/03 22:00:00,7.206,1.31163
2016/08/03 22:15:00,7.185,1.3275
2016/08/03 22:30:00,7.157,1.33261
2016/08/03 22:45:00,7.1179999999999986,1.31037
2016/08/03 23:00:00,7.0779999999999985,1.31998
2016/08/03 23:15:00,7.045,1.30354
2016/08/03 23:30:00,7.0070000000000014,1.30861
2016/08/03 23:45:00,6.973,1.31113
2016/09/03 00:00:00,6.93,1.31178
2016/09/03 00:15:00,6.892,1.32017
2016/09/03 00:30:00,6.854,1.32044
2016/09/03 00:45:00,6.808,1.30529
2016/09/03 01:00:00,6.7620000000000005,1.31205
2016/09/03 01:15:00,6.718,1.32265
2016/09/03 01:30:00,6.6720000000000015,1.3217
2016/09/03 01:45:00,6.625,1.33566
2016/09/03 02:00:00,6.587999999999999,1.29805
2016/09/03 02:15:00,6.55,1.3175
2016/09/03 02:30:00,6.5120000000000005,1.3032700000000002
2016/09/03 02:45:00,6.479,1.31609
2016/09/03 03:00:00,6.444,1.31098
2016/09/03 03:15:00,6.4110000000000005,1.3159
2016/09/03 03:30:00,6.385,1.3143
2016/09/03 03:45:00,6.357,1.31395
2016/09/03 04:00:00,6.3279999999999985,1.31807
2016/09/03 04:15:00,6.3020000000000005,1.30652
2016/09/03 04:30:00,6.28,1.29892
2016/09/03 04:45:00,6.247000000000001,1.30976
2016/09/03 05:00:00,6.2170000000000005,1.30747
2016/09/03 05:15:00,6.183,1.31304
2016/09/03 05:30:00,6.153,1.3002200000000002
2016/09/03 05:45:00,6.122999999999998,1.31609
2016/09/03 06:00:00,6.096,1.32025
2016/09/03 06:15:00,6.06,1.31559
2016/09/03 06:30:00,6.03,1.3050700000000002
2016/09/03 06:45:00,6.001,1.29988
2016/09/03 07:00:00,5.971,1.31498
2016/09/03 07:15:00,5.9460000000000015,1.31636
2016/09/03 07:30:00,5.926,1.3154
2016/09/03 07:45:00,5.909,1.32509
2016/09/03 08:00:00,5.902,1.30224
2016/09/03 08:15:00,5.899,1.31456
2016/09/03 08:30:00,5.899,1.3051
2016/09/03 08:45:00,5.899,1.30869
2016/09/03 09:00:00,5.901,1.30827
2016/09/03 09:15:00,5.904,1.31533
2016/09/03 09:30:00,5.907,1.3106
2016/09/03 09:45:00,5.917999999999998,1.3246
2016/09/03 10:00:00,5.9220000000000015,1.32555
2016/09/03 10:15:00,5.93,1.31121
2016/09/03 10:30:00,5.933,1.31167
2016/09/03 10:45:00,5.942,1.31231
2016/09/03 11:00:00,5.947,1.3098
2016/09/03 11:15:00,5.949,1.30835
2016/09/03 11:30:00,5.942,1.3193
2016/09/03 11:45:00,5.952000000000001,1.3175
2016/09/03 12:00:00,5.957999999999998,1.30167
2016/09/03 12:15:00,5.973,1.29427
2016/09/03 12:30:00,5.987,1.30304
2016/09/03 12:45:00,5.997999999999998,1.30217
2016/09/03 13:00:00,6.007999999999999,1.2868700000000002
2016/09/03 13:15:00,6.0139999999999985,1.31456
2016/09/03 13:30:00,6.024,1.32143
2016/09/03 13:45:00,6.035,1.30423
2016/09/03 14:00:00,6.056,1.30625
2016/09/03 14:15:00,6.07,1.32029
2016/09/03 14:30:00,6.081,1.31044
2016/09/03 14:45:00,6.104,1.30285
2016/09/03 15:00:00,6.148,1.30976
2016/09/03 15:15:00,6.209,1.30949
2016/09/03 15:30:00,6.257999999999999,1.3043
2016/09/03 15:45:00,6.31,1.29351
2016/09/03 16:00:00,6.347,1.31098
2016/09/03 16:15:00,6.399,1.31647
2016/09/03 16:30:00,6.447,1.30358
2016/09/03 16:45:00,6.5120000000000005,1.31109
2016/09/03 17:00:00,6.564,1.31407
2016/09/03 17:15:00,6.601,1.3164
2016/09/03 17:30:00,6.634,1.30156
2016/09/03 17:45:00,6.6560000000000015,1.29301
2016/09/03 18:00:00,6.674,1.30369
2016/09/03 18:15:00,6.674,1.30529
2016/09/03 18:30:00,6.6610000000000005,1.31342
2016/09/03 18:45:00,6.645,1.30686
2016/09/03 19:00:00,6.631,1.29355
2016/09/03 19:15:00,6.622000000000001,1.30858
2016/09/03 19:30:00,6.614,1.3212
2016/09/03 19:45:00,6.607,1.30781
2016/09/03 20:00:00,6.595,1.2874
2016/09/03 20:15:00,6.582999999999998,1.29442
2016/09/03 20:30:00,6.574,1.28176
2016/09/03 20:45:00,6.566,1.30053
2016/09/03 21:00:00,6.553,1.30747
2016/09/03 21:15:00,6.541,1.2977
2016/09/03 21:30:00,6.518,1.27028
2016/09/03 21:45:00,6.499,1.29805
2016/09/03 22:00:00,6.484,1.2955299999999998
2016/09/03 22:15:00,6.462999999999999,1.28641
2016/09/03 22:30:00,6.441,1.30289
2016/09/03 22:45:00,6.417999999999998,1.30072
2016/09/03 23:00:00,6.385,1.30083
2016/09/03 23:15:00,6.355,1.30739
2016/09/03 23:30:00,6.32,1.29126
2016/09/03 23:45:00,6.282,1.29759
2016/10/03 00:00:00,6.244,1.2866
2016/10/03 00:15:00,6.205,1.31106
2016/10/03 00:30:00,6.164,1.27939
2016/10/03 00:45:00,6.122999999999998,1.28653
2016/10/03 01:00:00,6.089,1.30285
2016/10/03 01:15:00,6.059,1.29847
2016/10/03 01:30:00,6.032,1.2977
2016/10/03 01:45:00,6.016,1.27447
2016/10/03 02:00:00,6.007999999999999,1.30922
2016/10/03 02:15:00,6.007999999999999,1.30346
2016/10/03 02:30:00,6.013,1.30339
2016/10/03 02:45:00,6.019,1.30182
2016/10/03 03:00:00,6.03,1.29633
2016/10/03 03:15:00,6.037000000000001,1.2966
2016/10/03 03:30:00,6.041,1.30243
2016/10/03 03:45:00,6.042999999999998,1.30018
2016/10/03 04:00:00,6.035,1.29938
2016/10/03 04:15:00,6.032,1.30438
2016/10/03 04:30:00,6.027,1.2921
2016/10/03 04:45:00,6.027,1.29892
2016/10/03 05:00:00,6.027,1.2971700000000002
2016/10/03 05:15:00,6.025,1.2932
2016/10/03 05:30:00,6.024,1.30735
2016/10/03 05:45:00,6.019,1.29492
2016/10/03 06:00:00,6.0139999999999985,1.32029
2016/10/03 06:15:00,6.001,1.28985
2016/10/03 06:30:00,5.9929999999999986,1.3125
2016/10/03 06:45:00,5.989,1.29606
2016/10/03 07:00:00,5.989,1.29572
2016/10/03 07:15:00,5.987,1.3098299999999998
2016/10/03 07:30:00,5.987,1.30789
2016/10/03 07:45:00,5.987,1.30472
2016/10/03 08:00:00,5.99,1.30968
2016/10/03 08:15:00,6.001,1.30579
2016/10/03 08:30:00,6.019,1.30514
2016/10/03 08:45:00,6.04,1.31147
2016/10/03 09:00:00,6.062,1.29179
2016/10/03 09:15:00,6.087999999999999,1.3043
2016/10/03 09:30:00,6.1179999999999986,1.31235
2016/10/03 09:45:00,6.1560000000000015,1.30789
2016/10/03 10:00:00,6.2120000000000015,1.29675
2016/10/03 10:15:00,6.282,1.29873
2016/10/03 10:30:00,6.347,1.29152
2016/10/03 10:45:00,6.4220000000000015,1.29885
2016/10/03 11:00:00,6.499,1.29759
2016/10/03 11:15:00,6.58,1.30755
2016/10/03 11:30:00,6.667000000000002,1.29534
2016/10/03 11:45:00,6.778,1.31659
2016/10/03 12:00:00,6.892,1.3204
2016/10/03 12:15:00,6.985,1.30896
2016/10/03 12:30:00,7.069,1.30831
2016/10/03 12:45:00,7.14,1.29877
2016/10/03 13:00:00,7.25,1.2981200000000002
2016/10/03 13:15:00,7.425,1.31018
2016/10/03 13:30:00,7.575,1.29919
2016/10/03 13:45:00,7.661,1.31659
2016/10/03 14:00:00,7.701,1.30072
2016/10/03 14:15:00,7.773,1.31586
2016/10/03 14:30:00,7.846,1.31491
2016/10/03 14:45:00,7.923999999999999,1.31136
2016/10/03 15:00:00,7.979,1.29572
2016/10/03 15:15:00,8.021,1.32395
2016/10/03 15:30:00,8.032,1.31292
2016/10/03 15:45:00,8.073,1.3098
2016/10/03 16:00:00,8.106,1.3175
2016/10/03 16:15:00,8.129,1.32017
2016/10/03 16:30:00,8.173,1.30972
2016/10/03 16:45:00,8.185,1.32544
2016/10/03 17:00:00,8.176,1.32609
2016/10/03 17:15:00,8.181000000000001,1.30941
2016/10/03 17:30:00,8.196,1.30694
2016/10/03 17:45:00,8.219,1.31224
2016/10/03 18:00:00,8.243,1.31857
2016/10/03 18:15:00,8.26,1.30945
2016/10/03 18:30:00,8.274,1.30526
2016/10/03 18:45:00,8.28,1.3135
2016/10/03 19:00:00,8.283,1.30156
2016/10/03 19:15:00,8.283,1.30529
2016/10/03 19:30:00,8.277000000000001,1.32326
2016/10/03 19:45:00,8.262,1.31456
2016/10/03 20:00:00,8.243,1.30793
2016/10/03 20:15:00,8.226,1.30575
2016/10/03 20:30:00,8.202,1.31376
2016/10/03 20:45:00,8.174,1.3024
2016/10/03 21:00:00,8.138,1.2990000000000002
2016/10/03 21:15:00,8.103,1.29358
2016/10/03 21:30:00,8.067,1.31315
2016/10/03 21:45:00,8.027999999999999,1.2997299999999998
2016/10/03 22:00:00,7.985,1.30694
2016/10/03 22:15:00,7.943,1.30961
2016/10/03 22:30:00,7.898,1.29728
2016/10/03 22:45:00,7.854,1.2987
2016/10/03 23:00:00,7.809,1.29206
2016/10/03 23:15:00,7.763,1.30003
2016/10/03 23:30:00,7.718,1.3046799999999998
2016/10/03 23:45:00,7.669,1.30877
2016/11/03 00:00:00,7.621,1.31178
2016/11/03 00:15:00,7.572,1.30526
2016/11/03 00:30:00,7.525,1.29824
2016/11/03 00:45:00,7.483,1.30098
2016/11/03 01:00:00,7.443,1.2932
2016/11/03 01:15:00,7.403,1.29179
2016/11/03 01:30:00,7.362,1.29618
2016/11/03 01:45:00,7.324,1.30381
2016/11/03 02:00:00,7.2879999999999985,1.31388
2016/11/03 02:15:00,7.255,1.3006
2016/11/03 02:30:00,7.226,1.29137
2016/11/03 02:45:00,7.198,1.30869
2016/11/03 03:00:00,7.171,1.3032
2016/11/03 03:15:00,7.143,1.30571
2016/11/03 03:30:00,7.1160000000000005,1.30621
2016/11/03 03:45:00,7.086,1.2845
2016/11/03 04:00:00,7.058,1.29465
2016/11/03 04:15:00,7.018,1.3006
2016/11/03 04:30:00,6.977,1.3048799999999998
2016/11/03 04:45:00,6.932,1.31628
2016/11/03 05:00:00,6.8870000000000005,1.30442
2016/11/03 05:15:00,6.848,1.30392
2016/11/03 05:30:00,6.81,1.30533
2016/11/03 05:45:00,6.773,1.30709
2016/11/03 06:00:00,6.739,1.30102
2016/11/03 06:15:00,6.699,1.29744
2016/11/03 06:30:00,6.653,1.30987
2016/11/03 06:45:00,6.612,1.30213
2016/11/03 07:00:00,6.58,1.29469
2016/11/03 07:15:00,6.549,1.28801
2016/11/03 07:30:00,6.52,1.28908
2016/11/03 07:45:00,6.496,1.30728
2016/11/03 08:00:00,6.479,1.30415
2016/11/03 08:15:00,6.4689999999999985,1.30396
2016/11/03 08:30:00,6.455,1.29862
2016/11/03 08:45:00,6.4529999999999985,1.31197
2016/11/03 09:00:00,6.462999999999999,1.29534
2016/11/03 09:15:00,6.487,1.28317
2016/11/03 09:30:00,6.518,1.28439
2016/11/03 09:45:00,6.563,1.29351
2016/11/03 10:00:00,6.614,1.29984
2016/11/03 10:15:00,6.674,1.30404
2016/11/03 10:30:00,6.747000000000001,1.29366
2016/11/03 10:45:00,6.824,1.3035
2016/11/03 11:00:00,6.9110000000000005,1.31025
2016/11/03 11:15:00,7.01,1.30934
2016/11/03 11:30:00,7.107,1.29896
2016/11/03 11:45:00,7.185,1.28866
2016/11/03 12:00:00,7.267,1.29397
2016/11/03 12:15:00,7.401,1.29313
2016/11/03 12:30:00,7.507999999999999,1.3024
2016/11/03 12:45:00,7.683,1.30575
2016/11/03 13:00:00,7.849,1.29732
2016/11/03 13:15:00,7.976,1.30331
2016/11/03 13:30:00,7.9929999999999986,1.2971700000000002
2016/11/03 13:45:00,8.104,1.30674
2016/11/03 14:00:00,8.182,1.32059
2016/11/03 14:15:00,8.255,1.29854
2016/11/03 14:30:00,8.35,1.30663
2016/11/03 14:45:00,8.4,1.31796
2016/11/03 15:00:00,8.461,1.2892
2016/11/03 15:15:00,8.515,1.29221
2016/11/03 15:30:00,8.526,1.30262
2016/11/03 15:45:00,8.543,1.29759
2016/11/03 16:00:00,8.613,1.29217
2016/11/03 16:15:00,8.636000000000001,1.30091
2016/11/03 16:30:00,8.669,1.30011
2016/11/03 16:45:00,8.664,1.30159
2016/11/03 17:00:00,8.647,1.30011
2016/11/03 17:15:00,8.615,1.30156
2016/11/03 17:30:00,8.595,1.29145
2016/11/03 17:45:00,8.584,1.29629
2016/11/03 18:00:00,8.584,1.30549
2016/11/03 18:15:00,8.573,1.28653
2016/11/03 18:30:00,8.562000000000001,1.31147
2016/11/03 18:45:00,8.542,1.31014
2016/11/03 19:00:00,8.52,1.30308
2016/11/03 19:15:00,8.497,1.30316
2016/11/03 19:30:00,8.487,1.29255
2016/11/03 19:45:00,8.479,1.29953
2016/11/03 20:00:00,8.461,1.29614
2016/11/03 20:15:00,8.436,1.30137
2016/11/03 20:30:00,8.402999999999999,1.29301
2016/11/03 20:45:00,8.363,1.29923
2016/11/03 21:00:00,8.325,1.29362
2016/11/03 21:15:00,8.286,1.29118
2016/11/03 21:30:00,8.238,1.29728
2016/11/03 21:45:00,8.185,1.2882
2016/11/03 22:00:00,8.124,1.29351
2016/11/03 22:15:00,8.054,1.2971700000000002
2016/11/03 22:30:00,7.978,1.30034
2016/11/03 22:45:00,7.899,1.28843
2016/11/03 23:00:00,7.818,1.29755
2016/11/03 23:15:00,7.729,1.28084
2016/11/03 23:30:00,7.638,1.27775
2016/11/03 23:45:00,7.545,1.29385
2016/12/03 00:00:00,7.454,1.28908
2016/12/03 00:15:00,7.362,1.28943
2016/12/03 00:30:00,7.274,1.29438
2016/12/03 00:45:00,7.187,1.29942
2016/12/03 01:00:00,7.102,1.28847
2016/12/03 01:15:00,7.022,1.30922
2016/12/03 01:30:00,6.939,1.28927
2016/12/03 01:45:00,6.857,1.29305
2016/12/03 02:00:00,6.778,1.29309
2016/12/03 02:15:00,6.699,1.29805
2016/12/03 02:30:00,6.6179999999999986,1.29221
2016/12/03 02:45:00,6.537000000000001,1.28985
2016/12/03 03:00:00,6.462999999999999,1.27913
2016/12/03 03:15:00,6.39,1.29057
2016/12/03 03:30:00,6.317,1.28141
2016/12/03 03:45:00,6.247000000000001,1.28676
2016/12/03 04:00:00,6.178,1.27844
2016/12/03 04:15:00,6.113,1.28653
2016/12/03 04:30:00,6.049,1.26783
2016/12/03 04:45:00,5.992000000000001,1.28634
2016/12/03 05:00:00,5.936,1.29511
2016/12/03 05:15:00,5.877000000000002,1.27321
2016/12/03 05:30:00,5.823,1.28511
2016/12/03 05:45:00,5.77,1.28389
2016/12/03 06:00:00,5.7189999999999985,1.2841200000000002
2016/12/03 06:15:00,5.666,1.28977
2016/12/03 06:30:00,5.621,1.26596
2016/12/03 06:45:00,5.574,1.2738200000000002
2016/12/03 07:00:00,5.533,1.27607
2016/12/03 07:15:00,5.4929999999999986,1.27829
2016/12/03 07:30:00,5.454,1.28599
2016/12/03 07:45:00,5.419,1.28157
2016/12/03 08:00:00,5.39,1.28748
2016/12/03 08:15:00,5.374,1.28161
2016/12/03 08:30:00,5.369,1.29263
2016/12/03 08:45:00,5.379,1.29355
2016/12/03 09:00:00,5.399,1.29194
2016/12/03 09:15:00,5.433,1.2879
2016/12/03 09:30:00,5.485,1.30411
2016/12/03 09:45:00,5.56,1.28599
2016/12/03 10:00:00,5.647,1.29831
2016/12/03 10:15:00,5.739,1.30236
2016/12/03 10:30:00,5.8420000000000005,1.29919
2016/12/03 10:45:00,5.954,1.29252
2016/12/03 11:00:00,6.075,1.29839
2016/12/03 11:15:00,6.204,1.2985
2016/12/03 11:30:00,6.345,1.28237
2016/12/03 11:45:00,6.488,1.2981200000000002
2016/12/03 12:00:00,6.629,1.29038
2016/12/03 12:15:00,6.783,1.30564
2016/12/03 12:30:00,6.92,1.30266
2016/12/03 12:45:00,7.064,1.30247
2016/12/03 13:00:00,7.2189999999999985,1.30591
2016/12/03 13:15:00,7.357,1.30777
2016/12/03 13:30:00,7.49,1.29896
2016/12/03 13:45:00,7.621,1.30541
2016/12/03 14:00:00,7.745,1.30385
2016/12/03 14:15:00,7.857,1.31205
2016/12/03 14:30:00,7.9620000000000015,1.30224
2016/12/03 14:45:00,8.06,1.30575
2016/12/03 15:00:00,8.145,1.32033
2016/12/03 15:15:00,8.218,1.30499
2016/12/03 15:30:00,8.282,1.31079
2016/12/03 15:45:00,8.333,1.31037
2016/12/03 16:00:00,8.375,1.3072
2016/12/03 16:15:00,8.402999999999999,1.31147
2016/12/03 16:30:00,8.419,1.30816
2016/12/03 16:45:00,8.427,1.29206
2016/12/03 17:00:00,8.431000000000001,1.3114
2016/12/03 17:15:00,8.427,1.30419
2016/12/03 17:30:00,8.425,1.3132700000000002
2016/12/03 17:45:00,8.422,1.31926
2016/12/03 18:00:00,8.416,1.3142200000000002
2016/12/03 18:15:00,8.413,1.3029700000000002
2016/12/03 18:30:00,8.408,1.31682
2016/12/03 18:45:00,8.402000000000001,1.31056
2016/12/03 19:00:00,8.389,1.3151
2016/12/03 19:15:00,8.369,1.31807
2016/12/03 19:30:00,8.343,1.32055
2016/12/03 19:45:00,8.312999999999999,1.29255
2016/12/03 20:00:00,8.286,1.3060200000000002
2016/12/03 20:15:00,8.258,1.31357
2016/12/03 20:30:00,8.226,1.3172
2016/12/03 20:45:00,8.187999999999999,1.30793
2016/12/03 21:00:00,8.154,1.3056
2016/12/03 21:15:00,8.118,1.30411
2016/12/03 21:30:00,8.078,1.32467
2016/12/03 21:45:00,8.035,1.31231
2016/12/03 22:00:00,7.985,1.29797
2016/12/03 22:15:00,7.935,1.30648
2016/12/03 22:30:00,7.874,1.3081200000000002
2016/12/03 22:45:00,7.813,1.31987
2016/12/03 23:00:00,7.749,1.31724
2016/12/03 23:15:00,7.688,1.30301
2016/12/03 23:30:00,7.6320000000000014,1.32261
2016/12/03 23:45:00,7.567,1.31533
03/13/16 12:00:00 AM,7.495,1.31529
03/13/16 12:15:00 AM,7.421,1.32776
03/13/16 12:30:00 AM,7.3439999999999985,1.30522
03/13/16 12:45:00 AM,7.257999999999999,1.31258
03/13/16 01:00:00 AM,7.1789999999999985,1.30785
03/13/16 01:15:00 AM,7.102,1.31312
03/13/16 01:30:00 AM,7.028,1.31323
03/13/16 01:45:00 AM,6.954,1.31186
03/13/16 02:00:00 AM,6.879,1.3146
03/13/16 02:15:00 AM,6.808,1.31785
03/13/16 02:30:00 AM,6.7360000000000015,1.2982
03/13/16 02:45:00 AM,6.664,1.29747
03/13/16 03:00:00 AM,6.599,1.31659
03/13/16 03:15:00 AM,6.5310000000000015,1.3154
03/13/16 03:30:00 AM,6.465,1.30663
03/13/16 03:45:00 AM,6.398,1.32082
03/13/16 04:00:00 AM,6.3370000000000015,1.29904
03/13/16 04:15:00 AM,6.2879999999999985,1.30926
03/13/16 04:30:00 AM,6.237,1.31334
03/13/16 04:45:00 AM,6.188,1.3119299999999998
03/13/16 05:00:00 AM,6.1320000000000014,1.31147
03/13/16 05:15:00 AM,6.07,1.31102
03/13/16 05:30:00 AM,6.006,1.32132
03/13/16 05:45:00 AM,5.947,1.31922
03/13/16 06:00:00 AM,5.893,1.30529
03/13/16 06:15:00 AM,5.845,1.32883
03/13/16 06:30:00 AM,5.8,1.31434
03/13/16 06:45:00 AM,5.755,1.31125
03/13/16 07:00:00 AM,5.707000000000002,1.32124
03/13/16 07:15:00 AM,5.6629999999999985,1.30919
03/13/16 07:30:00 AM,5.6179999999999986,1.32124
03/13/16 07:45:00 AM,5.5760000000000005,1.31735
03/13/16 08:00:00 AM,5.5379999999999985,1.32544
03/13/16 08:15:00 AM,5.513,1.30949
03/13/16 08:30:00 AM,5.496,1.3196
03/13/16 08:45:00 AM,5.4929999999999986,1.31853
03/13/16 09:00:00 AM,5.497000000000001,1.30877
03/13/16 09:15:00 AM,5.515,1.31464
03/13/16 09:30:00 AM,5.544,1.32559
03/13/16 09:45:00 AM,5.5870000000000015,1.31384
03/13/16 10:00:00 AM,5.655,1.33352
03/13/16 10:15:00 AM,5.723,1.30865
03/13/16 10:30:00 AM,5.803,1.31403
03/13/16 10:45:00 AM,5.888,1.3109
03/13/16 11:00:00 AM,5.989,1.32551
03/13/16 11:15:00 AM,6.102,1.29915
03/13/16 11:30:00 AM,6.2170000000000005,1.32841
03/13/16 11:45:00 AM,6.3439999999999985,1.32181
03/13/16 12:00:00 PM,6.4689999999999985,1.33501
03/13/16 12:15:00 PM,6.604,1.32307
03/13/16 12:30:00 PM,6.724,1.3119299999999998
03/13/16 12:45:00 PM,6.856,1.31846
03/13/16 01:00:00 PM,6.992000000000001,1.32776
03/13/16 01:15:00 PM,7.121,1.32429
03/13/16 01:30:00 PM,7.247999999999998,1.31079
03/13/16 01:45:00 PM,7.372999999999998,1.3240299999999998
03/13/16 02:00:00 PM,7.492000000000001,1.32658
03/13/16 02:15:00 PM,7.608,1.32372
03/13/16 02:30:00 PM,7.723,1.3307
03/13/16 02:45:00 PM,7.822999999999999,1.32406
03/13/16 03:00:00 PM,7.917000000000002,1.33463
03/13/16 03:15:00 PM,7.995,1.3201
03/13/16 03:30:00 PM,8.06,1.33745
03/13/16 03:45:00 PM,8.11,1.33875
03/13/16 04:00:00 PM,8.148,1.33413
03/13/16 04:15:00 PM,8.187999999999999,1.3349
03/13/16 04:30:00 PM,8.212,1.33818
03/13/16 04:45:00 PM,8.215,1.3251700000000002
03/13/16 05:00:00 PM,8.215,1.3345200000000002
03/13/16 05:15:00 PM,8.205,1.34035
03/13/16 05:30:00 PM,8.195,1.33768
03/13/16 05:45:00 PM,8.174,1.34253
03/13/16 06:00:00 PM,8.162,1.34089
03/13/16 06:15:00 PM,8.157,1.33284
03/13/16 06:30:00 PM,8.151,1.34329
03/13/16 06:45:00 PM,8.145,1.3485200000000002
03/13/16 07:00:00 PM,8.134,1.35229
03/13/16 07:15:00 PM,8.126,1.34779
03/13/16 07:30:00 PM,8.123,1.34398
