"Date Heure, GMT+01:00",Flux conductif (W/m2) pour la profondeur 6.6500 m,Flux conductif (W/m2) pour la profondeur 6.6678 m,Flux conductif (W/m2) pour la profondeur 6.6855 m,Flux conductif (W/m2) pour la profondeur 6.7033 m,Flux conductif (W/m2) pour la profondeur 6.7210 m,Flux conductif (W/m2) pour la profondeur 6.7388 m,Flux conductif (W/m2) pour la profondeur 6.7565 m,Flux conductif (W/m2) pour la profondeur 6.7743 m,Flux conductif (W/m2) pour la profondeur 6.7920 m,Flux conductif (W/m2) pour la profondeur 6.8098 m,Flux conductif (W/m2) pour la profondeur 6.8276 m,Flux conductif (W/m2) pour la profondeur 6.8453 m,Flux conductif (W/m2) pour la profondeur 6.8631 m,Flux conductif (W/m2) pour la profondeur 6.8808 m,Flux conductif (W/m2) pour la profondeur 6.8986 m,Flux conductif (W/m2) pour la profondeur 6.9163 m,Flux conductif (W/m2) pour la profondeur 6.9341 m,Flux conductif (W/m2) pour la profondeur 6.9518 m,Flux conductif (W/m2) pour la profondeur 6.9696 m,Flux conductif (W/m2) pour la profondeur 6.9873 m,Flux conductif (W/m2) pour la profondeur 7.0051 m,Flux conductif (W/m2) pour la profondeur 7.0229 m,Flux conductif (W/m2) pour la profondeur 7.0406 m,Flux conductif (W/m2) pour la profondeur 7.0584 m,Flux conductif (W/m2) pour la profondeur 7.0761 m,Flux conductif (W/m2) pour la profondeur 7.0939 m,Flux conductif (W/m2) pour la profondeur 7.1116 m,Flux conductif (W/m2) pour la profondeur 7.1294 m,Flux conductif (W/m2) pour la profondeur 7.1471 m,Flux conductif (W/m2) pour la profondeur 7.1649 m,Flux conductif (W/m2) pour la profondeur 7.1827 m,Flux conductif (W/m2) pour la profondeur 7.2004 m,Flux conductif (W/m2) pour la profondeur 7.2182 m,Flux conductif (W/m2) pour la profondeur 7.2359 m,Flux conductif (W/m2) pour la profondeur 7.2537 m,Flux conductif (W/m2) pour la profondeur 7.2714 m,Flux conductif (W/m2) pour la profondeur 7.2892 m,Flux conductif (W/m2) pour la profondeur 7.3069 m,Flux conductif (W/m2) pour la profondeur 7.3247 m,Flux conductif (W/m2) pour la profondeur 7.3424 m,Flux conductif (W/m2) pour la profondeur 7.3602 m,Flux conductif (W/m2) pour la profondeur 7.3780 m,Flux conductif (W/m2) pour la profondeur 7.3957 m,Flux conductif (W/m2) pour la profondeur 7.4135 m,Flux conductif (W/m2) pour la profondeur 7.4312 m,Flux conductif (W/m2) pour la profondeur 7.4490 m,Flux conductif (W/m2) pour la profondeur 7.4667 m,Flux conductif (W/m2) pour la profondeur 7.4845 m,Flux conductif (W/m2) pour la profondeur 7.5022 m,Flux conductif (W/m2) pour la profondeur 7.5200 m
17/05/18 14:45:00,-74.677864,1.497274,-1.497274,1.9808787,-1.731685,1.8478347,-1.5627402,1.8900709,-1.8267165,2.033674,-1.8626173,2.1857245,-2.0822456,2.4454772,-2.3631165,2.7242362,-2.5637386,2.8826222,-2.7221246,2.9649827,-2.905852,3.3345497,-3.150822,3.541507,-3.4147985,3.8603907,-3.7548,4.1116962,-4.0546775,4.523499,-4.424244,4.80437,-4.6903324,5.197167,-5.0789056,5.5751815,-5.522386,6.056674,-5.9743137,6.5254965,-6.451583,7.0386662,-6.966865,7.5856256,-7.528607,8.187491,-8.166373,8.8506,-8.827371,-476.21762
17/05/18 15:00:00,-74.551155,1.2691985,-1.575411,1.2924284,-1.7021197,1.4993858,-1.9386426,1.7253497,-2.1667182,1.7908157,-2.1456,1.8985181,-2.3441103,2.1540473,-2.4982724,2.2892032,-2.736907,2.5341733,-2.9459763,2.838274,-3.1782756,2.9818773,-3.3662267,3.1846108,-3.6154203,3.497159,-3.892068,3.7843654,-4.158156,4.0926895,-4.447474,4.5002694,-4.8466063,4.774805,-5.2394032,5.23518,-5.6343117,5.6596537,-6.0925746,6.1179166,-6.5360556,6.5994096,-7.0597844,7.1315856,-7.587737,7.712334,-8.179045,8.326871,-8.829482,-465.76416
17/05/18 15:15:00,-78.43266,1.6619953,-1.4698205,1.8752882,-1.8752882,1.8372756,-1.7126788,1.9745433,-1.866841,2.1202583,-2.2195134,2.3377748,-2.2152898,2.4285827,-2.5447323,2.7115655,-2.694671,2.8298268,-2.914299,3.1444867,-3.142375,3.4380283,-3.3577795,3.5605135,-3.6302032,3.934304,-3.9258568,4.1497087,-4.2848644,4.527723,-4.660767,4.9310784,-5.004992,5.29431,-5.389342,5.665989,-5.8433814,6.160153,-6.303756,6.622639,-6.8021436,7.144257,-7.3469906,7.712334,-7.9425216,8.320536,-8.5781765,8.992091,-9.270851,-495.17746
17/05/18 15:30:00,-81.27939,1.5606284,-1.6577717,1.6894488,-1.7253497,1.8182693,-1.9534252,1.9660962,-1.9851024,2.1202583,-2.234296,2.2892032,-2.403241,2.513055,-2.5911922,2.6228695,-2.7559135,2.8783984,-3.0663497,3.1571577,-3.3070962,3.3598914,-3.5267243,3.6302032,-3.8012598,3.9174094,-4.1032486,4.181386,-4.426356,4.6079717,-4.7705812,4.9754267,-5.1570425,5.321764,-5.602635,5.769468,-5.995432,6.202389,-6.449471,6.6712112,-6.9584174,7.224506,-7.53283,7.779912,-8.113578,8.413455,-8.770351,9.082899,-9.460914,-505.4831
17/05/18 15:45:00,-83.84734,1.5395103,-1.6113118,1.7528032,-1.8985181,1.9872141,-1.9407544,1.9534252,-2.1096992,2.1118112,-2.3631165,2.424359,-2.4665954,2.5679622,-2.7432427,2.7728078,-2.8741748,2.9903245,-3.0895796,3.1339276,-3.2923133,3.4760408,-3.5943024,3.7020047,-3.830825,3.9955463,-4.1856093,4.3165417,-4.51294,4.7030034,-4.848718,5.0239987,-5.2267323,5.423131,-5.6490946,5.87717,-6.134811,6.3649983,-6.628975,6.8654976,-7.1358094,7.3976746,-7.686992,7.9974284,-8.301529,8.62886,-8.947743,9.30464,-9.659424,-517.9343
17/05/18 16:00:00,-86.347725,1.7570268,-1.9513135,1.9006299,-1.8879591,1.8605056,-1.9301953,2.1033638,-2.2765324,2.270197,-2.3610048,2.4011292,-2.5954158,2.6397638,-2.7516897,2.848833,-3.0135546,3.0325606,-3.161381,3.2289593,-3.4506993,3.5731843,-3.7315702,3.8118188,-4.012441,4.156044,-4.282753,4.392567,-4.667103,4.8339357,-5.0472283,5.243627,-5.4569197,5.6575418,-5.8856177,6.054562,-6.316427,6.5550613,-6.808479,7.083014,-7.3575497,7.6405325,-7.934074,8.217056,-8.540164,8.875942,-9.228615,9.577063,-9.952965,-534.9809
17/05/18 16:15:00,-91.06551,1.6641072,-1.7718096,1.7971512,-1.9618725,2.033674,-2.1075876,2.189948,-2.1772773,2.2723086,-2.4349182,2.4053528,-2.5362852,2.6418755,-2.836162,2.853057,-3.0473435,3.17194,-3.3810096,3.4211338,-3.5541782,3.6470976,-3.7759182,3.934304,-4.1328144,4.2890882,-4.504493,4.584742,-4.8022585,4.988098,-5.1380363,5.3808947,-5.6068587,5.780027,-6.0292206,6.23829,-6.5022664,6.749348,-7.030219,7.2688537,-7.5539484,7.8538256,-8.170597,8.472586,-8.797805,9.1356945,-9.488367,9.851599,-10.231725,-551.4614
17/05/18 16:30:00,-93.080185,1.788704,-1.9407544,1.8414993,-1.9175245,2.080134,-2.1582708,2.1477118,-2.3272157,2.3208804,-2.5088315,2.5552914,-2.749578,2.848833,-3.0452316,3.028337,-3.1465986,3.176164,-3.3873448,3.4718175,-3.6470976,3.790701,-3.944863,4.0420065,-4.246852,4.3651137,-4.5762944,4.7030034,-4.893066,5.076794,-5.344994,5.4759264,-5.716673,5.9510837,-6.2087245,6.371334,-6.666988,6.897175,-7.1907167,7.4758115,-7.7925825,8.058671,-8.371219,8.6795435,-9.015321,9.353211,-9.714331,10.094457,-10.483029,-566.2568
17/05/18 16:45:00,-95.57212,1.8309402,-1.8837354,2.1540473,-2.1477118,2.2279606,-2.1477118,2.3060975,-2.1962836,2.4792662,-2.561627,2.6228695,-2.720013,2.8741748,-2.8995166,3.1001387,-3.1677165,3.3387733,-3.423246,3.5964143,-3.6492095,3.8730614,-3.980764,4.1750503,-4.3334365,4.5425057,-4.6818852,4.8571653,-5.0366693,5.23518,-5.3872304,5.6638775,-5.8539405,6.060898,-6.3143153,6.6015215,-6.840156,7.116803,-7.361773,7.6363087,-7.9129558,8.236063,-8.538052,8.875942,-9.196938,9.558057,-9.9212885,10.309862,-10.704771,-579.83997
17/05/18 17:00:00,-97.172874,1.8583938,-2.0125558,1.9154125,-2.0716867,2.1582708,-2.2089543,2.234296,-2.4877133,2.5046082,-2.6904473,2.703118,-2.8657277,2.827715,-3.1550457,3.1001387,-3.26486,3.3451087,-3.5626252,3.564737,-3.8287134,3.9321923,-4.090578,4.1518207,-4.447474,4.525611,-4.7452397,4.8782835,-5.11903,5.306981,-5.5561748,5.676548,-5.938413,6.1411467,-6.4030113,6.5804033,-6.897175,7.163263,-7.444134,7.6975513,-8.037553,8.307864,-8.6542015,8.960415,-9.315199,9.663648,-10.041661,10.419675,-10.82092,-587.72546
17/05/18 17:15:00,-99.673256,1.9006299,-1.9787669,1.9576489,-2.1498237,2.1181464,-2.2068427,2.280756,-2.3673403,2.458148,-2.6397638,2.6080866,-2.9354172,3.0008833,-3.161381,3.1444867,-3.3577795,3.3957922,-3.6133087,3.7041168,-3.8962913,3.9511983,-4.183498,4.259523,-4.515052,4.641761,-4.819153,4.9585323,-5.2309556,5.3471055,-5.5519514,5.8074803,-6.073569,6.2594075,-6.5445023,6.749348,-7.032331,7.2709656,-7.5708427,7.8517137,-8.162149,8.472586,-8.802029,9.1188,-9.482032,9.836816,-10.189488,10.578062,-10.989864,-597.9255
17/05/18 17:30:00,-103.06905,1.7802567,-1.9977732,2.0188913,-2.2026188,2.2659733,-2.4116883,2.4454772,-2.6207573,2.6355402,-2.827715,2.8002615,-2.9628708,3.0198898,-3.2247355,3.2543008,-3.3767858,3.552066,-3.7463527,3.742129,-3.9659812,4.1222553,-4.293312,4.4031262,-4.662879,4.747351,-4.973315,5.114806,-5.3597765,5.5582867,-5.7969217,5.972202,-6.204501,6.434688,-6.730342,6.9119577,-7.222394,7.4969296,-7.7862473,8.06923,-8.386002,8.673207,-9.013209,9.367993,-9.727002,10.090234,-10.489366,10.892721,-11.308748,-616.3912
17/05/18 17:45:00,-104.120735,1.9766552,-2.124482,2.0421214,-2.223737,2.2068427,-2.3103213,2.4665954,-2.6376522,2.749578,-2.853057,2.8741748,-3.1656048,3.2838664,-3.3239906,3.3113196,-3.5689607,3.6196442,-3.7949245,3.8984032,-4.0926895,4.1116962,-4.3123183,4.4770393,-4.6882205,4.8698363,-5.055676,5.2035027,-5.450584,5.60897,-5.866611,6.0862393,-6.3882284,6.538167,-6.8105903,7.0471134,-7.33432,7.6151905,-7.9488564,8.193827,-8.506374,8.8506,-9.18849,9.5158205,-9.8959465,10.271849,-10.654087,11.059555,-11.477693,-627.22473
17/05/18 18:00:00,-106.12695,1.92386,-2.1561592,2.257526,-2.3293276,2.3398867,-2.515167,2.527838,-2.6207573,2.5426204,-2.8023732,2.7432427,-2.941753,3.0051072,-3.3915687,3.3345497,-3.5056064,3.5056064,-3.6914456,3.7357936,-4.0103292,4.2088394,-4.4157968,4.445362,-4.7072268,4.836047,-5.108471,5.216173,-5.499156,5.6638775,-5.8856177,6.079904,-6.312203,6.5043783,-6.819038,7.034443,-7.3702207,7.627862,-7.938298,8.206497,-8.52327,8.837929,-9.194825,9.522156,-9.891724,10.263401,-10.65831,11.057444,-11.488253,-628.5214
17/05/18 18:15:00,-106.747826,1.9301953,-2.0632396,1.9914378,-2.1857245,2.236408,-2.3377748,2.4138,-2.5954158,2.6904473,-2.791814,2.897405,-3.0579026,3.1233685,-3.2965372,3.4591465,-3.5943024,3.5879672,-3.769583,3.9997702,-4.156044,4.172939,-4.3313246,4.540394,-4.7114506,4.8951783,-5.0366693,5.224621,-5.4653673,5.676548,-5.906736,6.1136928,-6.3671103,6.5825152,-6.850715,7.0893497,-7.382891,7.6384206,-7.9319625,8.206497,-8.546499,8.863271,-9.209608,9.558057,-9.919177,10.286633,-10.677317,11.074337,-11.488253,-630.5994
17/05/18 18:30:00,-106.61267,2.0125558,-2.2427435,2.2638614,-2.3546693,2.2596378,-2.3103213,2.517279,-2.781255,2.720013,-2.9100757,2.7559135,-3.038896,3.152934,-3.3113196,3.3028724,-3.5288363,3.6048615,-3.7949245,3.803372,-4.0335593,4.2299576,-4.3883433,4.4664803,-4.717786,4.8994017,-5.133813,5.1908317,-5.4358015,5.6343117,-5.896177,6.115805,-6.3692217,6.523384,-6.8127027,7.023884,-7.3385434,7.610967,-7.965751,8.23184,-8.542275,8.852712,-9.192714,9.524268,-9.906506,10.282408,-10.65831,11.068002,-11.490364,-631.0176
17/05/18 18:45:00,-106.75627,1.8351637,-2.1646063,2.1624944,-2.4180236,2.3335514,-2.513055,2.5215023,-2.6186457,2.5341733,-2.806597,2.914299,-3.1085858,3.142375,-3.3493323,3.3873448,-3.6386504,3.653433,-3.832937,3.934304,-4.1328144,4.145485,-4.3946786,4.51294,-4.6882205,4.907849,-5.133813,5.2372913,-5.5266094,5.6469827,-5.8750587,6.056674,-6.3312097,6.5466146,-6.8612742,7.072455,-7.389227,7.644756,-7.955192,8.20861,-8.546499,8.848488,-9.192714,9.528492,-9.885387,10.259178,-10.65831,11.05533,-11.477693,-631.9341
17/05/18 19:00:00,-108.76249,1.9555371,-2.1646063,2.2005072,-2.2955387,2.369452,-2.369452,2.458148,-2.6376522,2.827715,-2.929082,2.8657277,-3.1212568,3.2669716,-3.3472207,3.2944252,-3.423246,3.5921905,-3.8202662,3.9131858,-4.0546775,4.2637463,-4.458033,4.544617,-4.760022,4.8909545,-5.127477,5.3154283,-5.5160503,5.716673,-5.9616427,6.202389,-6.3924522,6.5867386,-6.8802805,7.1379213,-7.433575,7.6848807,-7.9763103,8.250846,-8.595071,8.909731,-9.25818,9.5918455,-9.965636,10.339427,-10.711106,11.118685,-11.543159,-636.842
17/05/18 19:15:00,-102.135635,1.2227386,-2.796038,1.3726772,-2.9480884,1.541622,-3.0410078,1.7147906,-3.2184002,1.9914378,-3.408463,2.2406316,-3.5182772,2.4138,-3.7632473,2.7875907,-4.065236,3.0895796,-4.280641,3.3725624,-4.4875984,3.710452,-4.7093387,3.9849873,-5.0366693,4.4200206,-5.344994,4.7916994,-5.7356787,5.197167,-6.0102143,5.6849957,-6.5022664,6.1474824,-6.8992863,6.6690993,-7.389227,7.2667418,-7.904509,7.879167,-8.485256,8.533829,-9.089234,9.2117195,-9.754455,9.997314,-10.483029,10.804026,-11.260177,-614.49054
17/05/18 19:30:00,-144.24092,3.3429968,-2.325104,3.3810096,-2.491937,3.689334,-2.764361,3.7569118,-3.1022506,4.194057,-3.3810096,4.3017592,-3.6428742,4.648096,-3.9955463,4.882507,-4.4305797,5.195055,-4.7346807,5.60897,-5.216173,6.0249968,-5.6322002,6.4156823,-6.1390347,6.888727,-6.683882,7.3153133,-7.163263,7.906621,-7.845378,8.5021515,-8.443021,9.099793,-9.152589,9.741784,-9.885387,10.506261,-10.68154,11.274959,-11.505147,12.094341,-12.440679,13.019315,-13.412112,13.984413,-14.4574585,15.038207,-15.604172,-856.12823
17/05/18 19:45:00,-117.716576,2.1287055,-2.3103213,2.472931,-2.4475892,2.570074,-2.5531795,2.7580252,-2.7559135,2.9670944,-3.0431197,3.1001387,-3.2352946,3.4739292,-3.53306,3.733682,-3.7674708,4.058901,-4.1074724,4.147597,-4.324989,4.5974126,-4.7030034,4.9015136,-5.0641227,5.366112,-5.4970446,5.723008,-5.917295,6.160153,-6.3079796,6.628975,-6.8105903,7.06612,-7.332208,7.6743217,-7.9425216,8.259293,-8.52327,8.875942,-9.182155,9.574951,-9.887499,10.292967,-10.639303,11.078561,-11.460799,11.925397,-12.343536,-684.16766
17/05/18 20:00:00,-99.17909,1.8562819,-1.9048536,1.9090772,-2.1477118,2.0569038,-2.246967,2.1371527,-2.4750426,2.48349,-2.660882,2.5869684,-2.861504,2.8340504,-3.161381,3.062126,-3.3070962,3.2099528,-3.511942,3.6365385,-3.8160427,3.8266017,-4.0610127,4.080019,-4.324989,4.392567,-4.648096,4.7811403,-5.0979123,5.1929436,-5.4759264,5.676548,-5.8708344,6.0207734,-6.3185387,6.4663653,-6.7683544,6.9795356,-7.2857485,7.4927053,-7.8031416,8.067119,-8.413455,8.702773,-9.04911,9.365882,-9.731225,10.079674,-10.468247,-579.7935
17/05/18 20:15:00,-99.9309,1.9555371,-1.9597605,2.0991402,-1.9998851,2.16883,-2.0611277,2.3187685,-2.223737,2.4898252,-2.4898252,2.6777766,-2.8319387,2.9269702,-2.8593922,3.0114424,-3.0853558,3.2817543,-3.3598914,3.53306,-3.7041168,3.845608,-3.9490867,4.179274,-4.2848644,4.4981575,-4.6143074,4.7916994,-4.9226317,5.195055,-5.3471055,5.5709577,-5.710337,5.948972,-6.1474824,6.4431353,-6.660652,6.9098454,-7.163263,7.4568048,-7.7207813,8.010099,-8.288858,8.618301,-8.926625,9.268739,-9.60874,9.982532,-10.345762,-574.82654
17/05/18 20:30:00,-96.46331,1.7063434,-1.9090772,1.7549151,-1.8985181,1.9766552,-2.2068427,2.2216253,-2.3884583,2.3947937,-2.4750426,2.4856017,-2.791814,2.7706962,-2.9692066,2.9882126,-3.0494552,3.1233685,-3.364115,3.4485874,-3.5351717,3.666104,-3.8413842,3.946975,-4.1391497,4.246852,-4.449586,4.574183,-4.7853637,4.9205194,-5.1485953,5.3386583,-5.579405,5.7441263,-5.980649,6.1369233,-6.4304647,6.647981,-6.9013987,7.144257,-7.395562,7.6848807,-7.9763103,8.25507,-8.5781765,8.890724,-9.22439,9.577063,-9.929735,-553.6493
17/05/18 20:45:00,-93.67994,1.7401323,-1.7950394,1.8710645,-1.9407544,2.0125558,-1.9998851,2.1603827,-2.2385197,2.325104,-2.4180236,2.4116883,-2.5046082,2.7263482,-2.7432427,2.884734,-2.983989,3.0579026,-3.17194,3.2479653,-3.4042394,3.5816314,-3.7083402,3.8075953,-3.9511983,4.0990252,-4.24474,4.4010143,-4.612195,4.7811403,-4.914184,5.163378,-5.2921987,5.509715,-5.7377906,5.927854,-6.1707115,6.400899,-6.656429,6.8697214,-7.1505923,7.401898,-7.691216,7.972087,-8.259293,8.584512,-8.890724,9.222279,-9.562281,-534.08545
17/05/18 21:00:00,-87.10376,1.440255,-1.8816236,1.8246047,-1.9006299,1.8752882,-2.0421214,1.9344189,-2.1836126,2.1709416,-2.415912,2.2554142,-2.5975275,2.4813778,-2.7559135,2.6756644,-2.9523118,2.884734,-3.1212568,3.106474,-3.3577795,3.3451087,-3.5626252,3.6027496,-3.8625023,3.9216332,-4.156044,4.137038,-4.4157968,4.53617,-4.7241216,4.838159,-5.108471,5.207726,-5.4864855,5.623753,-5.9130707,6.0925746,-6.3417687,6.521272,-6.7852488,7.015436,-7.289972,7.5455008,-7.8517137,8.117802,-8.432462,8.732339,-9.066005,-507.2866
