"Date Heure, GMT+01:00",Température à l'interface (K) - pour les meilleurs paramètres,Température à l'interface (K) - quantile 5%,Température à l'interface (K) - quantile 50%,Température à l'interface (K) - quantile 95%
17/05/19 03:00:00,286.9070129394531,286.9070129394531,286.9070129394531,286.9070129394531
17/05/19 03:15:00,286.83099365234375,286.83099365234375,286.83099365234375,286.83099365234375
17/05/19 03:30:00,286.75799560546875,286.75799560546875,286.75799560546875,286.75799560546875
17/05/19 03:45:00,286.68499755859375,286.68499755859375,286.68499755859375,286.68499755859375
17/05/19 04:00:00,286.6099853515625,286.6099853515625,286.6099853515625,286.6099853515625
17/05/19 04:15:00,286.5360107421875,286.5360107421875,286.5360107421875,286.5360107421875
17/05/19 04:30:00,286.4700012207031,286.4700012207031,286.4700012207031,286.4700012207031
17/05/19 04:45:00,286.40399169921875,286.40399169921875,286.40399169921875,286.40399169921875
17/05/19 05:00:00,286.35400390625,286.35400390625,286.35400390625,286.35400390625
17/05/19 05:15:00,286.3070068359375,286.3070068359375,286.3070068359375,286.3070068359375
17/05/19 05:30:00,286.2699890136719,286.2699890136719,286.2699890136719,286.2699890136719
17/05/19 05:45:00,286.22198486328125,286.22198486328125,286.22198486328125,286.22198486328125
17/05/19 06:00:00,286.1780090332031,286.1780090332031,286.1780090332031,286.1780090332031
17/05/19 06:15:00,286.1210021972656,286.1210021972656,286.1210021972656,286.1210021972656
17/05/19 06:30:00,286.07501220703125,286.07501220703125,286.07501220703125,286.07501220703125
17/05/19 06:45:00,286.0299987792969,286.0299987792969,286.0299987792969,286.0299987792969
17/05/19 07:00:00,285.9849853515625,285.9849853515625,285.9849853515625,285.9849853515625
17/05/19 07:15:00,285.9490051269531,285.9490051269531,285.9490051269531,285.9490051269531
17/05/19 07:30:00,285.92498779296875,285.92498779296875,285.92498779296875,285.92498779296875
17/05/19 07:45:00,285.89300537109375,285.89300537109375,285.89300537109375,285.89300537109375
17/05/19 08:00:00,285.8760070800781,285.8760070800781,285.8760070800781,285.8760070800781
17/05/19 08:15:00,285.84600830078125,285.84600830078125,285.84600830078125,285.84600830078125
17/05/19 08:30:00,285.8070068359375,285.8070068359375,285.8070068359375,285.8070068359375
17/05/19 08:45:00,285.80999755859375,285.80999755859375,285.80999755859375,285.80999755859375
17/05/19 09:00:00,285.8190002441406,285.8190002441406,285.8190002441406,285.8190002441406
17/05/19 09:15:00,285.7860107421875,285.7860107421875,285.7860107421875,285.7860107421875
17/05/19 09:30:00,285.7510070800781,285.7510070800781,285.7510070800781,285.7510070800781
17/05/19 09:45:00,285.7449951171875,285.7449951171875,285.7449951171875,285.7449951171875
17/05/19 10:00:00,285.7590026855469,285.7590026855469,285.7590026855469,285.7590026855469
17/05/19 10:15:00,285.78900146484375,285.78900146484375,285.78900146484375,285.78900146484375
17/05/19 10:30:00,285.8450012207031,285.8450012207031,285.8450012207031,285.8450012207031
17/05/19 10:45:00,285.87298583984375,285.87298583984375,285.87298583984375,285.87298583984375
17/05/19 11:00:00,285.8659973144531,285.8659973144531,285.8659973144531,285.8659973144531
17/05/19 11:15:00,285.8479919433594,285.8479919433594,285.8479919433594,285.8479919433594
17/05/19 11:30:00,285.8399963378906,285.8399963378906,285.8399963378906,285.8399963378906
17/05/19 11:45:00,285.8399963378906,285.8399963378906,285.8399963378906,285.8399963378906
17/05/19 12:00:00,285.8450012207031,285.8450012207031,285.8450012207031,285.8450012207031
17/05/19 12:15:00,285.8599853515625,285.8599853515625,285.8599853515625,285.8599853515625
17/05/19 12:30:00,285.9020080566406,285.9020080566406,285.9020080566406,285.9020080566406
17/05/19 12:45:00,285.9530029296875,285.9530029296875,285.9530029296875,285.9530029296875
17/05/19 13:00:00,286.0299987792969,286.0299987792969,286.0299987792969,286.0299987792969
17/05/19 13:15:00,286.114990234375,286.114990234375,286.114990234375,286.114990234375
17/05/19 13:30:00,286.1759948730469,286.1759948730469,286.1759948730469,286.1759948730469
17/05/19 13:45:00,286.2250061035156,286.2250061035156,286.2250061035156,286.2250061035156
17/05/19 14:00:00,286.2669982910156,286.2669982910156,286.2669982910156,286.2669982910156
17/05/19 14:15:00,286.3240051269531,286.3240051269531,286.3240051269531,286.3240051269531
17/05/19 14:30:00,286.3659973144531,286.3659973144531,286.3659973144531,286.3659973144531
17/05/19 14:45:00,286.4049987792969,286.4049987792969,286.4049987792969,286.4049987792969
17/05/19 15:00:00,286.43701171875,286.43701171875,286.43701171875,286.43701171875
17/05/19 15:15:00,286.4620056152344,286.4620056152344,286.4620056152344,286.4620056152344
17/05/19 15:30:00,286.5060119628906,286.5060119628906,286.5060119628906,286.5060119628906
17/05/19 15:45:00,286.5509948730469,286.5509948730469,286.5509948730469,286.5509948730469
17/05/19 16:00:00,286.5899963378906,286.5899963378906,286.5899963378906,286.5899963378906
17/05/19 16:15:00,286.6889953613281,286.6889953613281,286.6889953613281,286.6889953613281
17/05/19 16:30:00,286.72100830078125,286.72100830078125,286.72100830078125,286.72100830078125
17/05/19 16:45:00,286.781005859375,286.781005859375,286.781005859375,286.781005859375
17/05/19 17:00:00,286.7879943847656,286.7879943847656,286.7879943847656,286.7879943847656
17/05/19 17:15:00,286.8009948730469,286.8009948730469,286.8009948730469,286.8009948730469
17/05/19 17:30:00,286.77301025390625,286.77301025390625,286.77301025390625,286.77301025390625
17/05/19 17:45:00,286.7869873046875,286.7869873046875,286.7869873046875,286.7869873046875
17/05/19 18:00:00,286.8009948730469,286.8009948730469,286.8009948730469,286.8009948730469
17/05/19 18:15:00,286.8070068359375,286.8070068359375,286.8070068359375,286.8070068359375
17/05/19 18:30:00,286.8340148925781,286.8340148925781,286.8340148925781,286.8340148925781
17/05/19 18:45:00,286.86199951171875,286.86199951171875,286.86199951171875,286.86199951171875
17/05/19 19:00:00,286.88299560546875,286.88299560546875,286.88299560546875,286.88299560546875
17/05/19 19:15:00,286.8800048828125,286.8800048828125,286.8800048828125,286.8800048828125
17/05/19 19:30:00,286.8710021972656,286.8710021972656,286.8710021972656,286.8710021972656
17/05/19 19:45:00,286.8590087890625,286.8590087890625,286.8590087890625,286.8590087890625
17/05/19 20:00:00,286.84698486328125,286.84698486328125,286.84698486328125,286.84698486328125
17/05/19 20:15:00,286.8320007324219,286.8320007324219,286.8320007324219,286.8320007324219
17/05/19 20:30:00,286.8280029296875,286.8280029296875,286.8280029296875,286.8280029296875
17/05/19 20:45:00,286.8190002441406,286.8190002441406,286.8190002441406,286.8190002441406
17/05/19 21:00:00,286.7850036621094,286.7850036621094,286.7850036621094,286.7850036621094
17/05/19 21:15:00,286.7340087890625,286.7340087890625,286.7340087890625,286.7340087890625
17/05/19 21:30:00,286.6789855957031,286.6789855957031,286.6789855957031,286.6789855957031
17/05/19 21:45:00,286.6189880371094,286.6189880371094,286.6189880371094,286.6189880371094
17/05/19 22:00:00,286.5769958496094,286.5769958496094,286.5769958496094,286.5769958496094
17/05/19 22:15:00,286.4859924316406,286.4859924316406,286.4859924316406,286.4859924316406
17/05/19 22:30:00,286.47698974609375,286.47698974609375,286.47698974609375,286.47698974609375
17/05/19 22:45:00,286.3919982910156,286.3919982910156,286.3919982910156,286.3919982910156
17/05/19 23:00:00,286.3179931640625,286.3179931640625,286.3179931640625,286.3179931640625
17/05/19 23:15:00,286.260986328125,286.260986328125,286.260986328125,286.260986328125
17/05/19 23:30:00,286.2139892578125,286.2139892578125,286.2139892578125,286.2139892578125
17/05/19 23:45:00,286.17498779296875,286.17498779296875,286.17498779296875,286.17498779296875
17/05/20 00:00:00,286.1310119628906,286.1310119628906,286.1310119628906,286.1310119628906
17/05/20 00:15:00,286.09100341796875,286.09100341796875,286.09100341796875,286.09100341796875
17/05/20 00:30:00,286.0419921875,286.0419921875,286.0419921875,286.0419921875
17/05/20 00:45:00,285.9809875488281,285.9809875488281,285.9809875488281,285.9809875488281
17/05/20 01:00:00,285.9549865722656,285.9549865722656,285.9549865722656,285.9549865722656
17/05/20 01:15:00,285.9200134277344,285.9200134277344,285.9200134277344,285.9200134277344
17/05/20 01:30:00,285.8800048828125,285.8800048828125,285.8800048828125,285.8800048828125
17/05/20 01:45:00,285.8389892578125,285.8389892578125,285.8389892578125,285.8389892578125
17/05/20 02:00:00,285.8760070800781,285.8760070800781,285.8760070800781,285.8760070800781
17/05/20 02:15:00,285.9079895019531,285.9079895019531,285.9079895019531,285.9079895019531
17/05/20 02:30:00,285.88299560546875,285.88299560546875,285.88299560546875,285.88299560546875
17/05/20 02:45:00,285.8420104980469,285.8420104980469,285.8420104980469,285.8420104980469
17/05/20 03:00:00,285.78399658203125,285.78399658203125,285.78399658203125,285.78399658203125
17/05/20 03:15:00,285.72601318359375,285.72601318359375,285.72601318359375,285.72601318359375
17/05/20 03:30:00,285.65301513671875,285.65301513671875,285.65301513671875,285.65301513671875
17/05/20 03:45:00,285.5780029296875,285.5780029296875,285.5780029296875,285.5780029296875
17/05/20 04:00:00,285.50201416015625,285.50201416015625,285.50201416015625,285.50201416015625
17/05/20 04:15:00,285.46600341796875,285.46600341796875,285.46600341796875,285.46600341796875
17/05/20 04:30:00,285.4200134277344,285.4200134277344,285.4200134277344,285.4200134277344
17/05/20 04:45:00,285.375,285.375,285.375,285.375
17/05/20 05:00:00,285.33099365234375,285.33099365234375,285.33099365234375,285.33099365234375
17/05/20 05:15:00,285.27099609375,285.27099609375,285.27099609375,285.27099609375
17/05/20 05:30:00,285.21600341796875,285.21600341796875,285.21600341796875,285.21600341796875
17/05/20 05:45:00,285.1809997558594,285.1809997558594,285.1809997558594,285.1809997558594
17/05/20 06:00:00,285.1390075683594,285.1390075683594,285.1390075683594,285.1390075683594
17/05/20 06:15:00,285.1000061035156,285.1000061035156,285.1000061035156,285.1000061035156
17/05/20 06:30:00,285.0369873046875,285.0369873046875,285.0369873046875,285.0369873046875
17/05/20 06:45:00,284.9779968261719,284.9779968261719,284.9779968261719,284.9779968261719
17/05/20 07:00:00,284.9280090332031,284.9280090332031,284.9280090332031,284.9280090332031
17/05/20 07:15:00,284.89300537109375,284.89300537109375,284.89300537109375,284.89300537109375
17/05/20 07:30:00,284.8840026855469,284.8840026855469,284.8840026855469,284.8840026855469
17/05/20 07:45:00,284.8800048828125,284.8800048828125,284.8800048828125,284.8800048828125
17/05/20 08:00:00,284.8599853515625,284.8599853515625,284.8599853515625,284.8599853515625
17/05/20 08:15:00,284.84600830078125,284.84600830078125,284.84600830078125,284.84600830078125
17/05/20 08:30:00,284.8160095214844,284.8160095214844,284.8160095214844,284.8160095214844
17/05/20 08:45:00,284.7980041503906,284.7980041503906,284.7980041503906,284.7980041503906
17/05/20 09:00:00,284.83099365234375,284.83099365234375,284.83099365234375,284.83099365234375
17/05/20 09:15:00,284.85101318359375,284.85101318359375,284.85101318359375,284.85101318359375
17/05/20 09:30:00,284.89599609375,284.89599609375,284.89599609375,284.89599609375
17/05/20 09:45:00,284.8919982910156,284.8919982910156,284.8919982910156,284.8919982910156
17/05/20 10:00:00,284.8659973144531,284.8659973144531,284.8659973144531,284.8659973144531
17/05/20 10:15:00,284.864990234375,284.864990234375,284.864990234375,284.864990234375
17/05/20 10:30:00,285.010009765625,285.010009765625,285.010009765625,285.010009765625
17/05/20 10:45:00,285.0589904785156,285.0589904785156,285.0589904785156,285.0589904785156
17/05/20 11:00:00,285.08599853515625,285.08599853515625,285.08599853515625,285.08599853515625
17/05/20 11:15:00,285.125,285.125,285.125,285.125
17/05/20 11:30:00,285.15399169921875,285.15399169921875,285.15399169921875,285.15399169921875
17/05/20 11:45:00,285.2099914550781,285.2099914550781,285.2099914550781,285.2099914550781
17/05/20 12:00:00,285.2449951171875,285.2449951171875,285.2449951171875,285.2449951171875
17/05/20 12:15:00,285.2040100097656,285.2040100097656,285.2040100097656,285.2040100097656
17/05/20 12:30:00,285.2090148925781,285.2090148925781,285.2090148925781,285.2090148925781
17/05/20 12:45:00,285.23699951171875,285.23699951171875,285.23699951171875,285.23699951171875
17/05/20 13:00:00,285.3179931640625,285.3179931640625,285.3179931640625,285.3179931640625
17/05/20 13:15:00,285.39300537109375,285.39300537109375,285.39300537109375,285.39300537109375
17/05/20 13:30:00,285.489990234375,285.489990234375,285.489990234375,285.489990234375
17/05/20 13:45:00,285.5429992675781,285.5429992675781,285.5429992675781,285.5429992675781
17/05/20 14:00:00,285.6369934082031,285.6369934082031,285.6369934082031,285.6369934082031
17/05/20 14:15:00,285.72601318359375,285.72601318359375,285.72601318359375,285.72601318359375
17/05/20 14:30:00,285.74798583984375,285.74798583984375,285.74798583984375,285.74798583984375
17/05/20 14:45:00,285.8039855957031,285.8039855957031,285.8039855957031,285.8039855957031
17/05/20 15:00:00,285.8659973144531,285.8659973144531,285.8659973144531,285.8659973144531
17/05/20 15:15:00,285.9530029296875,285.9530029296875,285.9530029296875,285.9530029296875
17/05/20 15:30:00,286.0270080566406,286.0270080566406,286.0270080566406,286.0270080566406
17/05/20 15:45:00,286.10699462890625,286.10699462890625,286.10699462890625,286.10699462890625
17/05/20 16:00:00,286.218994140625,286.218994140625,286.218994140625,286.218994140625
17/05/20 16:15:00,286.3210144042969,286.3210144042969,286.3210144042969,286.3210144042969
17/05/20 16:30:00,286.3689880371094,286.3689880371094,286.3689880371094,286.3689880371094
17/05/20 16:45:00,286.4230041503906,286.4230041503906,286.4230041503906,286.4230041503906
17/05/20 17:00:00,286.5039978027344,286.5039978027344,286.5039978027344,286.5039978027344
17/05/20 17:15:00,286.54400634765625,286.54400634765625,286.54400634765625,286.54400634765625
17/05/20 17:30:00,286.60198974609375,286.60198974609375,286.60198974609375,286.60198974609375
17/05/20 17:45:00,286.6289978027344,286.6289978027344,286.6289978027344,286.6289978027344
17/05/20 18:00:00,286.6820068359375,286.6820068359375,286.6820068359375,286.6820068359375
17/05/20 18:15:00,286.72100830078125,286.72100830078125,286.72100830078125,286.72100830078125
17/05/20 18:30:00,286.7569885253906,286.7569885253906,286.7569885253906,286.7569885253906
17/05/20 18:45:00,286.7749938964844,286.7749938964844,286.7749938964844,286.7749938964844
17/05/20 19:00:00,286.8280029296875,286.8280029296875,286.8280029296875,286.8280029296875
17/05/20 19:15:00,286.8340148925781,286.8340148925781,286.8340148925781,286.8340148925781
17/05/20 19:30:00,286.82598876953125,286.82598876953125,286.82598876953125,286.82598876953125
17/05/20 19:45:00,286.80499267578125,286.80499267578125,286.80499267578125,286.80499267578125
17/05/20 20:00:00,286.8080139160156,286.8080139160156,286.8080139160156,286.8080139160156
17/05/20 20:15:00,286.80999755859375,286.80999755859375,286.80999755859375,286.80999755859375
17/05/20 20:30:00,286.80999755859375,286.80999755859375,286.80999755859375,286.80999755859375
17/05/20 20:45:00,286.8070068359375,286.8070068359375,286.8070068359375,286.8070068359375
17/05/20 21:00:00,286.7959899902344,286.7959899902344,286.7959899902344,286.7959899902344
17/05/20 21:15:00,286.7749938964844,286.7749938964844,286.7749938964844,286.7749938964844
17/05/20 21:30:00,286.7340087890625,286.7340087890625,286.7340087890625,286.7340087890625
17/05/20 21:45:00,286.6830139160156,286.6830139160156,286.6830139160156,286.6830139160156
17/05/20 22:00:00,286.6499938964844,286.6499938964844,286.6499938964844,286.6499938964844
17/05/20 22:15:00,286.60699462890625,286.60699462890625,286.60699462890625,286.60699462890625
17/05/20 22:30:00,286.56500244140625,286.56500244140625,286.56500244140625,286.56500244140625
17/05/20 22:45:00,286.5140075683594,286.5140075683594,286.5140075683594,286.5140075683594
17/05/20 23:00:00,286.4670104980469,286.4670104980469,286.4670104980469,286.4670104980469
17/05/20 23:15:00,286.4100036621094,286.4100036621094,286.4100036621094,286.4100036621094
17/05/20 23:30:00,286.35400390625,286.35400390625,286.35400390625,286.35400390625
17/05/20 23:45:00,286.29998779296875,286.29998779296875,286.29998779296875,286.29998779296875
17/05/21 00:00:00,286.2409973144531,286.2409973144531,286.2409973144531,286.2409973144531
17/05/21 00:15:00,286.1809997558594,286.1809997558594,286.1809997558594,286.1809997558594
17/05/21 00:30:00,286.1180114746094,286.1180114746094,286.1180114746094,286.1180114746094
17/05/21 00:45:00,286.0530090332031,286.0530090332031,286.0530090332031,286.0530090332031
17/05/21 01:00:00,285.9909973144531,285.9909973144531,285.9909973144531,285.9909973144531
17/05/21 01:15:00,285.9280090332031,285.9280090332031,285.9280090332031,285.9280090332031
17/05/21 01:30:00,285.864013671875,285.864013671875,285.864013671875,285.864013671875
17/05/21 01:45:00,285.7980041503906,285.7980041503906,285.7980041503906,285.7980041503906
17/05/21 02:00:00,285.72601318359375,285.72601318359375,285.72601318359375,285.72601318359375
17/05/21 02:15:00,285.6679992675781,285.6679992675781,285.6679992675781,285.6679992675781
17/05/21 02:30:00,285.6029968261719,285.6029968261719,285.6029968261719,285.6029968261719
17/05/21 02:45:00,285.5379943847656,285.5379943847656,285.5379943847656,285.5379943847656
17/05/21 03:00:00,285.4729919433594,285.4729919433594,285.4729919433594,285.4729919433594
17/05/21 03:15:00,285.4159851074219,285.4159851074219,285.4159851074219,285.4159851074219
17/05/21 03:30:00,285.35699462890625,285.35699462890625,285.35699462890625,285.35699462890625
17/05/21 03:45:00,285.2950134277344,285.2950134277344,285.2950134277344,285.2950134277344
17/05/21 04:00:00,285.2449951171875,285.2449951171875,285.2449951171875,285.2449951171875
17/05/21 04:15:00,285.1809997558594,285.1809997558594,285.1809997558594,285.1809997558594
17/05/21 04:30:00,285.1180114746094,285.1180114746094,285.1180114746094,285.1180114746094
17/05/21 04:45:00,285.06201171875,285.06201171875,285.06201171875,285.06201171875
17/05/21 05:00:00,285.0010070800781,285.0010070800781,285.0010070800781,285.0010070800781
17/05/21 05:15:00,284.9419860839844,284.9419860839844,284.9419860839844,284.9419860839844
17/05/21 05:30:00,284.87701416015625,284.87701416015625,284.87701416015625,284.87701416015625
17/05/21 05:45:00,284.8070068359375,284.8070068359375,284.8070068359375,284.8070068359375
17/05/21 06:00:00,284.7340087890625,284.7340087890625,284.7340087890625,284.7340087890625
17/05/21 06:15:00,284.6960144042969,284.6960144042969,284.6960144042969,284.6960144042969
17/05/21 06:30:00,284.66900634765625,284.66900634765625,284.66900634765625,284.66900634765625
17/05/21 06:45:00,284.6440124511719,284.6440124511719,284.6440124511719,284.6440124511719
17/05/21 07:00:00,284.6369934082031,284.6369934082031,284.6369934082031,284.6369934082031
17/05/21 07:15:00,284.6369934082031,284.6369934082031,284.6369934082031,284.6369934082031
17/05/21 07:30:00,284.64300537109375,284.64300537109375,284.64300537109375,284.64300537109375
17/05/21 07:45:00,284.6789855957031,284.6789855957031,284.6789855957031,284.6789855957031
17/05/21 08:00:00,284.7070007324219,284.7070007324219,284.7070007324219,284.7070007324219
17/05/21 08:15:00,284.7460021972656,284.7460021972656,284.7460021972656,284.7460021972656
17/05/21 08:30:00,284.7799987792969,284.7799987792969,284.7799987792969,284.7799987792969
17/05/21 08:45:00,284.8190002441406,284.8190002441406,284.8190002441406,284.8190002441406
17/05/21 09:00:00,284.8630065917969,284.8630065917969,284.8630065917969,284.8630065917969
17/05/21 09:15:00,284.90399169921875,284.90399169921875,284.90399169921875,284.90399169921875
17/05/21 09:30:00,284.947998046875,284.947998046875,284.947998046875,284.947998046875
17/05/21 09:45:00,284.99700927734375,284.99700927734375,284.99700927734375,284.99700927734375
17/05/21 10:00:00,285.03900146484375,285.03900146484375,285.03900146484375,285.03900146484375
17/05/21 10:15:00,285.09698486328125,285.09698486328125,285.09698486328125,285.09698486328125
17/05/21 10:30:00,285.0950012207031,285.0950012207031,285.0950012207031,285.0950012207031
17/05/21 10:45:00,285.13299560546875,285.13299560546875,285.13299560546875,285.13299560546875
17/05/21 11:00:00,285.17498779296875,285.17498779296875,285.17498779296875,285.17498779296875
17/05/21 11:15:00,285.19000244140625,285.19000244140625,285.19000244140625,285.19000244140625
17/05/21 11:30:00,285.2040100097656,285.2040100097656,285.2040100097656,285.2040100097656
17/05/21 11:45:00,285.239990234375,285.239990234375,285.239990234375,285.239990234375
17/05/21 12:00:00,285.2980041503906,285.2980041503906,285.2980041503906,285.2980041503906
17/05/21 12:15:00,285.4020080566406,285.4020080566406,285.4020080566406,285.4020080566406
17/05/21 12:30:00,285.447998046875,285.447998046875,285.447998046875,285.447998046875
17/05/21 12:45:00,285.53399658203125,285.53399658203125,285.53399658203125,285.53399658203125
17/05/21 13:00:00,285.60198974609375,285.60198974609375,285.60198974609375,285.60198974609375
17/05/21 13:15:00,285.6759948730469,285.6759948730469,285.6759948730469,285.6759948730469
17/05/21 13:30:00,285.7919921875,285.7919921875,285.7919921875,285.7919921875
17/05/21 13:45:00,285.8900146484375,285.8900146484375,285.8900146484375,285.8900146484375
17/05/21 14:00:00,286.0199890136719,286.0199890136719,286.0199890136719,286.0199890136719
17/05/21 14:15:00,286.114990234375,286.114990234375,286.114990234375,286.114990234375
17/05/21 14:30:00,286.25,286.25,286.25,286.25
17/05/21 14:45:00,286.3450012207031,286.3450012207031,286.3450012207031,286.3450012207031
17/05/21 15:00:00,286.4460144042969,286.4460144042969,286.4460144042969,286.4460144042969
17/05/21 15:15:00,286.52899169921875,286.52899169921875,286.52899169921875,286.52899169921875
17/05/21 15:30:00,286.60699462890625,286.60699462890625,286.60699462890625,286.60699462890625
17/05/21 15:45:00,286.70599365234375,286.70599365234375,286.70599365234375,286.70599365234375
17/05/21 16:00:00,286.843994140625,286.843994140625,286.843994140625,286.843994140625
17/05/21 16:15:00,286.9429931640625,286.9429931640625,286.9429931640625,286.9429931640625
17/05/21 16:30:00,287.0589904785156,287.0589904785156,287.0589904785156,287.0589904785156
17/05/21 16:45:00,287.1919860839844,287.1919860839844,287.1919860839844,287.1919860839844
17/05/21 17:00:00,287.3210144042969,287.3210144042969,287.3210144042969,287.3210144042969
17/05/21 17:15:00,287.41400146484375,287.41400146484375,287.41400146484375,287.41400146484375
17/05/21 17:30:00,287.4830017089844,287.4830017089844,287.4830017089844,287.4830017089844
17/05/21 17:45:00,287.56201171875,287.56201171875,287.56201171875,287.56201171875
17/05/21 18:00:00,287.6510009765625,287.6510009765625,287.6510009765625,287.6510009765625
17/05/21 18:15:00,287.7699890136719,287.7699890136719,287.7699890136719,287.7699890136719
17/05/21 18:30:00,287.8299865722656,287.8299865722656,287.8299865722656,287.8299865722656
17/05/21 18:45:00,287.9049987792969,287.9049987792969,287.9049987792969,287.9049987792969
17/05/21 19:00:00,287.9570007324219,287.9570007324219,287.9570007324219,287.9570007324219
17/05/21 19:15:00,287.9739990234375,287.9739990234375,287.9739990234375,287.9739990234375
17/05/21 19:30:00,288.00799560546875,288.00799560546875,288.00799560546875,288.00799560546875
